store,initial longitude,initial latitude,neighbor id,neighbor store,neighbor longitude,neighbor latitude,distance,counts,id,business_id,name,address,postal_code,attributes,stars,categories
Montana's BBQ & Bar,-113.4948807,53.47621155,37574,Famoso Neapolitan Pizzeria,-113.5247,53.54153,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],5,37574,yLIn3po-fKb0T3UIoJdiyQ,Famoso Neapolitan Pizzeria,11750 Jasper Avenue NW,T5K 0N3,"{""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating"":""True"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'free'"",""BikeParking"":""True"",""HappyHour"":""True"",""RestaurantsTableService"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""Caters"":""False"",""WheelchairAccessible"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""DogsAllowed"":""False"",""Alcohol"":""u'beer_and_wine'"",""Corkage"":""True""}",4,"Italian, Restaurants, Pizza"
Montana's BBQ & Bar,-113.4948807,53.47621155,49557,Montana's BBQ & Bar,-113.49488,53.47621,[ 51  96 399 113 220  36  77 480  59  37],5,49557,#NAME?,Montana's BBQ & Bar,10330 G A Macdonald Ave Nw,T6J 6R7,"{""OutdoorSeating"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsAttire"":""u'casual'"",""HasTV"":""True"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'no'"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""2"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""NoiseLevel"":""u'average'"",""RestaurantsReservations"":""True"",""Caters"":""False"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}",2,"American (Traditional), Steakhouses, Comfort Food, Restaurants, Canadian (New)"
Montana's BBQ & Bar,-113.4948807,53.47621155,48803,Press'd The Sandwich,-113.51477,53.54114,[305 325 158],5,48803,MOORmXG2M6IN39njmjvbcg,Press'd The Sandwich,11214 Jasper Avenue,T5K 2V2,"{""RestaurantsDelivery"":""False"",""RestaurantsGoodForGroups"":""True"",""BikeParking"":""True"",""RestaurantsPriceRange2"":""1"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsAttire"":""u'casual'"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""HasTV"":""True"",""OutdoorSeating"":""True"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'none'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Caters"":""True"",""NoiseLevel"":""u'average'"",""WiFi"":""'no'""}",3.5,"Food, Soup, Restaurants, Event Planning & Services, Sandwiches, Caterers"
Montana's BBQ & Bar,-113.4948807,53.47621155,99553,Boston Pizza,-113.491104,53.627365,[293  82],5,99553,MWARYizaMzcnbKywxAuutQ,Boston Pizza,16521 97th Street NW,T5X 6A9,"{""OutdoorSeating"":""True"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True""}",2,"Restaurants, Pizza"
Vivo Ristorante,-113.6032944,53.43751526,60127,Red Swan Pizza,-113.386246,53.59884,[  1 407 175 483 386 527 464],9,60127,9rU1JNUDDZbk3XzioFI6Dw,Red Swan Pizza,Victoria Trail NW,T5A 5C9,"{""RestaurantsTableService"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""Corkage"":""False"",""Alcohol"":""u'none'"",""WheelchairAccessible"":""True"",""RestaurantsTakeOut"":""True"",""BYOB"":""False"",""BikeParking"":""True"",""WiFi"":""u'free'"",""OutdoorSeating"":""False"",""HappyHour"":""False"",""DogsAllowed"":""False"",""RestaurantsDelivery"":""True"",""RestaurantsReservations"":""False"",""Caters"":""True""}",3,"Pizza, Restaurants"
Vivo Ristorante,-113.6032944,53.43751526,78270,Tony Roma's,-113.57069,53.59837,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],9,78270,ryinOK7C290pGMskTdlulA,Tony Roma's,13603 St. Albert's Trail,T5L 5E7,"{""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'full_bar'"",""NoiseLevel"":""u'loud'"",""WiFi"":""u'no'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""OutdoorSeating"":""True"",""BikeParking"":""False"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsTableService"":""True""}",2,"American (Traditional), Steakhouses, Seafood, Barbeque, Restaurants"
Vivo Ristorante,-113.6032944,53.43751526,58616,Jollibee,-113.49472,53.473957,[146 137 156 422 218  17   9],9,58616,w7STzUTtrVoHSvqRbwMp4A,Jollibee,"3803 Calgary Trail Nw, #914",T6J 7A9,"{""RestaurantsGoodForGroups"":""True"",""Caters"":""False"",""Alcohol"":""u'none'"",""DriveThru"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""True"",""NoiseLevel"":""u'average'"",""DogsAllowed"":""False"",""RestaurantsReservations"":""False""}",3.5,"Restaurants, Chicken Shop, Fast Food, Filipino"
Vivo Ristorante,-113.6032944,53.43751526,48318,Fionn MacCool's Irish Pub,-113.49604,53.54326,[305 325 158],9,48318,9e_oT4olPUsUDgqNsCGghQ,Fionn MacCool's Irish Pub,10200 102 Ave Northwest,T5J 4B7,"{""HappyHour"":""True"",""GoodForDancing"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsTableService"":""True"",""RestaurantsReservations"":""True"",""OutdoorSeating"":""False"",""BikeParking"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""DogsAllowed"":""False"",""WiFi"":""u'free'"",""WheelchairAccessible"":""True"",""GoodForKids"":""False"",""RestaurantsGoodForGroups"":""True"",""Caters"":""True"",""Smoking"":""u'no'"",""HasTV"":""True"",""RestaurantsPriceRange2"":""2"",""CoatCheck"":""False"",""RestaurantsAttire"":""'casual'"",""BusinessParking"":""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"",""Alcohol"":""'full_bar'"",""NoiseLevel"":""'average'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"",""RestaurantsDelivery"":""True""}",3.5,"Nightlife, Food, Bars, Beer, Wine & Spirits, Gastropubs, Irish, Pubs, Arts & Entertainment, Breakfast & Brunch, Music Venues, Restaurants"
Vivo Ristorante,-113.6032944,53.43751526,40651,Tim Hortons,-113.52523,53.522346,"[198 212 226 555 171 268 142 424 281 129 421  42 409 485 380 507 253 153
 179 337 334 328 139 557  12 359]",9,40651,9L7yi0YRdzbK1KCjBsalNw,Tim Hortons,1045 Rexall Centre,T6G 2E1,"{""WiFi"":""u'free'"",""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""1""}",2,"Bakeries, Food, Coffee & Tea, Restaurants, Breakfast & Brunch, Sandwiches"
Vivo Ristorante,-113.6032944,53.43751526,36899,Match Eatery & Public House,-113.49614,53.546402,"[468 467 104 128 351 379 536 183 214 460 167 107  50  87 120  33 141  11
 367 349 283 308  28 494   4 375 420 492]",9,36899,Xm5Y6HYaIBYZnWbJjMCG5A,Match Eatery & Public House,10224 104 Avenue NW,T5J 4Y8,"{""HappyHour"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsDelivery"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsReservations"":""True"",""OutdoorSeating"":""True"",""GoodForDancing"":""False"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""True"",""WiFi"":""'no'"",""Ambience"":""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': None, 'casual': None}"",""HasTV"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True""}",2.5,"Nightlife, Canadian (New), Pubs, Restaurants, Bars, Breakfast & Brunch"
Vivo Ristorante,-113.6032944,53.43751526,9267,Delux Burger Bar,-113.56635,53.534405,[],9,9267,5u4nzV_Vpy6ubFM6FXqBNw,Delux Burger Bar,9682 142 St NW,T5N 4B2,"{""RestaurantsGoodForGroups"":""True"",""Alcohol"":""u'full_bar'"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""True"",""NoiseLevel"":""u'average'"",""WiFi"":""'free'"",""BikeParking"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""HasTV"":""True"",""OutdoorSeating"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"",""RestaurantsPriceRange2"":""2""}",3.5,"Food, Burgers, Specialty Food, Restaurants"
Vivo Ristorante,-113.6032944,53.43751526,431,Mucho Burrito,-113.4945,53.467327,[252 146 137 156 422 218   9 423],9,431,OkH5E55n6FHpGWB19Dgdog,Mucho Burrito,10329 - 34th Avenue NW,T6J 6V1,"{""RestaurantsPriceRange2"":""1"",""RestaurantsAttire"":""u'casual'"",""BikeParking"":""True"",""OutdoorSeating"":""False"",""Caters"":""True"",""RestaurantsReservations"":""False"",""Alcohol"":""u'none'"",""GoodForKids"":""True"",""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'average'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""False""}",2.5,"Mexican, Restaurants"
Vivo Ristorante,-113.6032944,53.43751526,47190,Subway,-113.41795,53.591366,[177 297 427],9,47190,WoLNjwMW7fDivhWwY7tODg,Subway,13018 50th St,T5A 4V9,"{""WiFi"":""u'free'"",""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True""}",2.5,"Sandwiches, Fast Food, Restaurants"
Tim Hortons,-113.6151733,53.54419708,96211,Bo'diddly's Pub & Grill,-113.43092,53.454956,[  1 407 175 483 386 527 464],19,96211,__qZrCESIQTMEtXTIhcXsw,Bo'diddly's Pub & Grill,"2331 66 St NW, Ste 101",T6K 4B4,"{""NoiseLevel"":""u'very_loud'"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""HasTV"":""True"",""BikeParking"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsPriceRange2"":""2"",""OutdoorSeating"":""True""}",3,"Restaurants, Nightlife, Bars, Canadian (New)"
Tim Hortons,-113.6151733,53.54419708,99743,Moxie's Grill & Bar,-113.49571,53.48507,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],19,99743,0-ViWW1_-_TKIf-o8o8bPw,Moxie's Grill & Bar,4790 Calgary Trail Northwest,T6H 5Z4,"{""RestaurantsReservations"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""Alcohol"":""u'full_bar'"",""RestaurantsDelivery"":""False"",""HappyHour"":""True"",""GoodForKids"":""True"",""BikeParking"":""True"",""HasTV"":""True"",""GoodForDancing"":""False"",""NoiseLevel"":""'quiet'"",""RestaurantsAttire"":""'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""OutdoorSeating"":""True"",""Caters"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"",""WiFi"":""'no'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}",3.5,"American (New), American (Traditional), Nightlife, Restaurants, Steakhouses, Lounges, Bars, Canadian (New)"
Tim Hortons,-113.6151733,53.54419708,71253,Red Robin Gourmet Burgers and Brews,-113.50346,53.479954,[ 51  96 399 113 220  36  77 480  59  37],19,71253,qKt9X3OIG4vBnjQ9YokQhg,Red Robin Gourmet Burgers and Brews,4211 106th Street NW,T6J 6P3,"{""OutdoorSeating"":""False"",""BikeParking"":""True"",""Caters"":""False"",""GoodForKids"":""True"",""RestaurantsDelivery"":""False"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""2"",""NoiseLevel"":""'average'"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""DriveThru"":""False"",""WiFi"":""'free'"",""WheelchairAccessible"":""True"",""RestaurantsTableService"":""True"",""Ambience"":""{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"",""GoodForMeal"":""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"",""DogsAllowed"":""False""}",3,"American (Traditional), Restaurants, Burgers, Hot Dogs"
Tim Hortons,-113.6151733,53.54419708,84659,Queen Donair,-113.41899,53.587994,"[198 212 226 555 171 268 142 424 281 129 421  42 409 485 380 507 253 153
 179 337 334 328 139 557  12 359]",19,84659,ZgzVfQgkIi3ZldqFcXovxw,Queen Donair,12914 50 Street NW,T5A 4L2,"{""RestaurantsDelivery"":""False"",""RestaurantsAttire"":""u'casual'"",""RestaurantsGoodForGroups"":""False"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"",""Caters"":""False"",""HasTV"":""True"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""BikeParking"":""True"",""WiFi"":""u'no'"",""NoiseLevel"":""u'quiet'"",""RestaurantsReservations"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2"":""2"",""Alcohol"":""u'none'""}",2.5,"Restaurants, Fast Food"
Tim Hortons,-113.6151733,53.54419708,99641,Guru,-113.494675,53.545628,[],19,99641,fqGRVD8svlyrMI5wUYci7w,Guru,"108-10111 104 Avenue NW, Main Floor",T5J 0J4,"{""Ambience"":""{u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}""}",4.5,"Wine Bars, Indian, Cocktail Bars, Nightlife, Bars, Restaurants"
Tim Hortons,-113.6151733,53.54419708,46476,Rodeo Burgers,-113.52031,53.5217,"[468 467 104 128 351 379 536 183 214 460 167 107  50  87 120  33 141  11
 367 349 283 308  28 494   4 375 420 492]",19,46476,tKLqmujPa7giRSXB8AKKEA,Rodeo Burgers,8525B 112 Street  NW,T6G 2L7,"{""Caters"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2"":""2"",""WiFi"":""u'no'"",""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""False"",""Alcohol"":""u'beer_and_wine'"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""False"",""BikeParking"":""True""}",3.5,"Restaurants, Food, Burgers"
Tim Hortons,-113.6151733,53.54419708,59892,Fifendekel,-113.4682,53.488575,[],19,59892,q0XV0LFqnbJKZ4Xt4dm6Uw,Fifendekel,9114 51 Avenue NW,T6E 5L8,"{""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsReservations"":""False"",""NoiseLevel"":""u'average'"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""HasTV"":""False"",""RestaurantsDelivery"":""True"",""RestaurantsAttire"":""u'casual'"",""WiFi"":""u'no'"",""Alcohol"":""u'none'"",""OutdoorSeating"":""True"",""Caters"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsTableService"":""False"",""WheelchairAccessible"":""True"",""BikeParking"":""True""}",3.5,"Restaurants, Event Planning & Services, Caterers, Soup, Sandwiches"
Pizza Hut,-113.5201797,53.54590225,15943,Cinnaholic,-113.508,53.540554,[  1 407 175 483 386 527 464],9,15943,WP_6VEuZv_HYqdJGAXIG1w,Cinnaholic,10075 109 Street NW,T5J 0J7,"{""RestaurantsGoodForGroups"":""False"",""Alcohol"":""u'none'"",""RestaurantsTableService"":""False"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsPriceRange2"":""1"",""Caters"":""True"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""HasTV"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsReservations"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""WiFi"":""'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",3.5,"Vegan, Food, Desserts, Donuts, Restaurants, Bakeries"
